cohort,total_patients,measurement,driver,total_driver_events,covariate,est,se,pval,correlation_ATRX,correlation_POT1,correlation_TERT,total_ATRX,total_POT1,total_TERT,total_cooccurrence_ATRX,total_cooccurrence_POT1,total_cooccurrence_TERT,frac_cooccurrence_ATRX,frac_cooccurrence_POT1,frac_cooccurrence_TERT,colors,main_driver,min_p
Gastroesophageal,211,teal_final_ratio,CASZ1,9,+ as.factor(biopsy) + purity + purity_ploidy,0.00405050117701355,0.0341596839473567,0.905728937794998,0.16,-0.03,,11,5,0,2,0,0,0.18,0,,Non-Signficant,DELETION,2.85564066381138e-42
Gastroesophageal,211,purity_svTMB,BCL9L,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.00422933173262801,0.0361621975825913,0.907011736795636,-0.02,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,MUTATION,1.40945016697387e-09
Gastroesophageal,211,teal_final_ratio,LRRN3,7,+ as.factor(biopsy) + purity + purity_ploidy,0.00173170929849854,0.0151469498839523,0.909091368908204,-0.04,-0.03,,11,5,0,0,0,0,0,0,,Non-Signficant,DELETION,1.82774222149671e-05
Gastroesophageal,211,purity_svTMB,CUX1,16,+ as.factor(biopsy) + purity + purity_ploidy,0.0030400945897012,0.0270258289323801,0.910547254587489,0.01,0.07,,11,5,0,1,1,0,0.09,0.2,,Non-Signficant,MUTATION,8.30996463781139e-94
Gastroesophageal,211,purity_svTMB,RXRA,2,+ as.factor(biopsy) + purity + purity_ploidy,0.00431128000271195,0.0383331465833651,0.910562905146032,-0.02,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,MUTATION,7.89740941734238e-13
Gastroesophageal,211,teal_final_ratio,PTPRN2,4,+ as.factor(biopsy) + purity + purity_ploidy,-0.00196259881434867,0.0176724184610159,0.911682975981343,-0.03,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,DELETION,9.48569639420722e-13
Gastroesophageal,211,teal_final_ratio,CSMD1,14,+ as.factor(biopsy) + purity + purity_ploidy,-0.00258332635455224,0.0234493894470273,0.91238652904889,0.02,-0.04,,11,5,0,1,0,0,0.09,0,,Non-Signficant,DELETION,7.26138115574291e-30
Gastroesophageal,211,teal_final_ratio,TP63,13,+ as.factor(biopsy) + purity + purity_ploidy,-0.00314790385238763,0.0286154050472212,0.912512249493446,0.03,0.09,,11,5,0,1,1,0,0.09,0.2,,Non-Signficant,MUTATION,2.8093172259775e-51
Gastroesophageal,211,teal_final_ratio,EPCAM,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0026965925708462,0.0249066202503964,0.913889959827553,-0.03,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,DELETION,5.22227392889551e-09
Gastroesophageal,211,teal_final_ratio,CREBBP,14,+ as.factor(biopsy) + purity + purity_ploidy,0.0041337927502007,0.038323551684943,0.914208843301868,0.02,-0.04,,11,5,0,1,0,0,0.09,0,,Non-Signficant,MUTATION,2.62448147796843e-35
Gastroesophageal,211,teal_final_ratio,IL1RAPL1,4,+ as.factor(biopsy) + purity + purity_ploidy,-0.00289483680456223,0.0269200151112439,0.914470971899516,-0.03,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,DELETION,2.13751364421306e-12
Gastroesophageal,211,teal_final_ratio,PTPRD,18,+ as.factor(biopsy) + purity + purity_ploidy,0.00304287618913761,0.0286919347742483,0.915644738373651,0.08,-0.05,,11,5,0,2,0,0,0.18,0,,Non-Signficant,DELETION,2.31872738599925e-26
Gastroesophageal,211,teal_final_ratio,PDE4D,15,+ as.factor(biopsy) + purity + purity_ploidy,-0.00177416171871668,0.0174166793149358,0.918963846446914,0.02,0.2,,11,5,0,1,2,0,0.09,0.4,,Non-Signficant,DELETION,8.22669402531054e-26
Gastroesophageal,211,teal_final_ratio,STK11,10,+ as.factor(biopsy) + purity + purity_ploidy,-0.00497752383923136,0.0491118262598826,0.91937200980492,0.15,-0.03,,11,5,0,2,0,0,0.18,0,,Non-Signficant,MUTATION,8.97162721021121e-16
Gastroesophageal,211,teal_final_ratio,DGCR8,4,+ as.factor(biopsy) + purity + purity_ploidy,-0.0021595949451971,0.0213313882752701,0.919459674909283,-0.03,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,AMPLIFICATION,2.02833036714151e-09
Gastroesophageal,211,teal_final_ratio,ARID1B,18,+ as.factor(biopsy) + purity + purity_ploidy,0.00325952536043101,0.0331720846679593,0.921821925612166,0.16,0.06,,11,5,0,3,1,0,0.27,0.2,,Non-Signficant,MUTATION,3.94985957536403e-82
Gastroesophageal,211,teal_final_ratio,PTEN,14,+ as.factor(biopsy) + purity + purity_ploidy,-0.00601684645842009,0.0677676294080033,0.929339165965488,0.11,-0.04,,11,5,0,2,0,0,0.18,0,,Non-Signficant,DELETION,1.53912246146817e-21
Gastroesophageal,211,teal_final_ratio,FH,3,+ as.factor(biopsy) + purity + purity_ploidy,-0.00212317384193664,0.024108207578326,0.929909044172959,-0.03,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,MUTATION,4.55383901693497e-20
Gastroesophageal,211,teal_final_ratio,IDH2,2,+ as.factor(biopsy) + purity + purity_ploidy,0.00273188955967378,0.0316410914242958,0.931281299373036,-0.02,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,AMPLIFICATION,4.28101646450253e-08
Gastroesophageal,211,teal_final_ratio,BCL9L,2,+ as.factor(biopsy) + purity + purity_ploidy,0.00353808734097554,0.042489699387482,0.933719466864911,-0.02,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,MUTATION,1.40945016697387e-09
Gastroesophageal,211,teal_final_ratio,SMARCE1,3,+ as.factor(biopsy) + purity + purity_ploidy,-0.00299486568799766,0.0371304619802495,0.93579346866127,-0.03,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,MUTATION,3.38556205624632e-20
Gastroesophageal,211,teal_final_ratio,MYC,27,+ as.factor(biopsy) + purity + purity_ploidy,-0.00255035937304635,0.0319977914390281,0.936551011388919,-0.03,0.03,,11,5,0,1,1,0,0.09,0.2,,Non-Signficant,AMPLIFICATION,1.64725724779882e-98
Gastroesophageal,211,teal_final_ratio,LZTR1,3,+ as.factor(biopsy) + purity + purity_ploidy,0.00266648541072003,0.0337768140349655,0.937154726992457,-0.03,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,MUTATION,9.20083599033346e-15
Gastroesophageal,211,purity_svTMB,AJUBA,3,+ as.factor(biopsy) + purity + purity_ploidy,0.00164303196772795,0.0259577628865584,0.949592793863652,-0.03,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,MUTATION,1.02021558354681e-06
Gastroesophageal,211,teal_final_ratio,RAD50,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.00217100064591603,0.0369631042870642,0.953221546066521,0.2,-0.02,,11,5,0,1,0,0,0.09,0,,Non-Signficant,MUTATION,5.87282271927188e-12
Gastroesophageal,211,teal_final_ratio,STS,19,+ as.factor(biopsy) + purity + purity_ploidy,-0.00104802073367363,0.0203764946278965,0.959031200850466,0,-0.05,,11,5,0,1,0,0,0.09,0,,Non-Signficant,DELETION,1.52254603506986e-38
Gastroesophageal,211,purity_svTMB,OR4F21,5,+ as.factor(biopsy) + purity + purity_ploidy,0.00135958442366315,0.0305518863388533,0.96454893049814,0.1,-0.02,,11,5,0,1,0,0,0.09,0,,Non-Signficant,DELETION,4.2487844609872e-31
Gastroesophageal,211,teal_final_ratio,TCF7L2,9,+ as.factor(biopsy) + purity + purity_ploidy,-0.00182529285178065,0.0436189228256601,0.96666231216834,0.06,-0.03,,11,5,0,1,0,0,0.09,0,,Non-Signficant,MUTATION,2.38767313356064e-10
Gastroesophageal,211,purity_svTMB,SUFU,2,+ as.factor(biopsy) + purity + purity_ploidy,0.00175765472037035,0.0440241303372206,0.968192314769008,-0.02,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,DELETION,7.76719675838703e-25
Gastroesophageal,211,teal_final_ratio,CCND2,4,+ as.factor(biopsy) + purity + purity_ploidy,0.00135676026148516,0.0352751545170375,0.969356962440912,-0.03,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,AMPLIFICATION,1.37054065169879e-13
Gastroesophageal,211,purity_svTMB,RASA1,4,+ as.factor(biopsy) + purity + purity_ploidy,0.0016341963744807,0.0432151723563798,0.969872076154635,-0.03,0.21,,11,5,0,0,1,0,0,0.2,,Non-Signficant,MUTATION,1.01987369141945e-16
Gastroesophageal,211,teal_final_ratio,RXRA,2,+ as.factor(biopsy) + purity + purity_ploidy,0.00156659173423081,0.0450410323026079,0.972288200713525,-0.02,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,MUTATION,7.89740941734238e-13
Gastroesophageal,211,teal_final_ratio,CCNE1,23,+ as.factor(biopsy) + purity + purity_ploidy,0.000670634819900489,0.0222580554851172,0.975992990371907,0.19,-0.05,,11,5,0,4,0,0,0.36,0,,Non-Signficant,AMPLIFICATION,6.37619592067711e-54
Gastroesophageal,211,teal_final_ratio,SMAD4,32,+ as.factor(biopsy) + purity + purity_ploidy,-0.00106094545885629,0.0363064208156136,0.976716260623073,-0.04,-0.07,,11,5,0,1,0,0,0.09,0,,Non-Signficant,MUTATION,3.71655932933584e-05
Gastroesophageal,211,teal_final_ratio,MDM2,9,+ as.factor(biopsy) + purity + purity_ploidy,-0.00108013534117642,0.0417986690608857,0.979409240324284,-0.05,-0.03,,11,5,0,0,0,0,0,0,,Non-Signficant,AMPLIFICATION,1.67953318338217e-129
Gastroesophageal,211,purity_svTMB,AR,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0023472655910735,0.0937864187415045,0.980057392713334,-0.02,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,AMPLIFICATION,9.25989259803587e-25
Gastroesophageal,211,teal_final_ratio,DMD,73,+ as.factor(biopsy) + purity + purity_ploidy,0.000440097219668454,0.0180333854970686,0.980553866804232,0.05,0.15,,11,5,0,5,4,0,0.45,0.8,,Non-Signficant,DELETION,5.94198962566073e-51
Gastroesophageal,211,purity_svTMB,LINC00290,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.000870763884194358,0.0382498192915033,0.981859947376538,-0.02,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,DELETION,4.53044627129787e-10
Gastroesophageal,211,purity_svTMB,C21orf91,3,+ as.factor(biopsy) + purity + purity_ploidy,-0.000494581318076348,0.0234031731017195,0.983160247811277,-0.03,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,DELETION,0.000493858282342912
Gastroesophageal,211,teal_final_ratio,ACVR1B,6,+ as.factor(biopsy) + purity + purity_ploidy,-0.000567799312025715,0.0291543688840755,0.984480817277412,0.09,-0.03,,11,5,0,1,0,0,0.09,0,,Non-Signficant,MUTATION,1.22186485089658e-18
Gastroesophageal,211,teal_final_ratio,TP53,191,+ as.factor(biopsy) + purity + purity_ploidy,0.00148960291385667,0.0790332843273156,0.984981039941734,0.08,0.05,,11,5,0,11,5,0,1,1,,Non-Signficant,MUTATION,0
Gastroesophageal,211,teal_final_ratio,KRT5,5,+ as.factor(biopsy) + purity + purity_ploidy,0.000209523521741609,0.0179036427485875,0.990674188387361,-0.04,-0.02,,11,5,0,0,0,0,0,0,,Non-Signficant,DELETION,1.8664523967362e-05
Gastroesophageal,211,teal_final_ratio,GMDS,22,+ as.factor(biopsy) + purity + purity_ploidy,9.22393687490599e-05,0.0137381922243285,0.994649570170662,0.2,-0.05,,11,5,0,4,0,0,0.36,0,,Non-Signficant,DELETION,5.87565750684403e-43
Gastroesophageal,211,purity_svTMB,WWOX,6,+ as.factor(biopsy) + purity + purity_ploidy,-7.7641742257042e-05,0.0151686154145505,0.995921009964554,-0.04,0.16,,11,5,0,0,1,0,0,0.2,,Non-Signficant,DELETION,1.41924339818442e-10
Gastroesophageal,211,purity_svTMB,ZNF217,8,+ as.factor(biopsy) + purity + purity_ploidy,-0.000118158686211175,0.0292258131610361,0.996778166601686,-0.05,-0.03,,11,5,0,0,0,0,0,0,,Non-Signficant,AMPLIFICATION,9.90669962291938e-48
Glioblastoma,185,teal_final_ratio,IDH1,35,+ as.factor(biopsy) + purity + purity_ploidy,0.111036518869526,0.0117144788878904,1.52171460049393e-17,0.55,0.05,-0.56,40,3,122,24,1,4,0.6,0.33,0.03,Positive (p < .1),MUTATION,6.17280906495552e-26
Glioblastoma,185,teal_final_ratio,TERT,122,+ as.factor(biopsy) + purity + purity_ploidy,-0.26189891274754,0.0280973780191865,4.1514118766727e-17,-0.62,-0.09,,40,3,,4,1,,0.1,0.33,,Negative (p < .1),MUTATION,4.1514118766727e-17
Glioblastoma,185,teal_final_ratio,ATRX,40,+ as.factor(biopsy) + purity + purity_ploidy,0.175429912377131,0.0204262914473095,4.09832017710959e-15,,-0.07,-0.62,,3,122,,0,4,,0,0.03,Positive (p < .1),MUTATION,5.3556466578253e-141
Glioblastoma,185,teal_final_ratio,TP53,78,+ as.factor(biopsy) + purity + purity_ploidy,0.267090143059024,0.0441225023026823,8.05354311768407e-09,0.51,0.06,-0.45,40,3,122,36,2,32,0.9,0.67,0.26,Positive (p < .1),MUTATION,0
Glioblastoma,185,teal_final_ratio,EGFR,77,+ as.factor(biopsy) + purity + purity_ploidy,-0.0929779518771475,0.0208043846289195,1.38563964776353e-05,-0.42,-0.02,0.47,40,3,122,1,1,71,0.03,0.33,0.58,Negative (p < .1),MUTATION,5.65742576565545e-14
Glioblastoma,185,purity_svTMB,EGFR,77,+ as.factor(biopsy) + purity + purity_ploidy,0.122583838555479,0.0297955351149381,5.9058024930092e-05,-0.42,-0.02,0.47,40,3,122,1,1,71,0.03,0.33,0.58,Positive (p < .1),MUTATION,5.65742576565545e-14
Glioblastoma,185,teal_final_ratio,PTEN,69,+ as.factor(biopsy) + purity + purity_ploidy,-0.132407243028081,0.0339743171322587,0.000137094311152998,-0.27,-0.1,0.39,40,3,122,5,0,62,0.12,0,0.51,Negative (p < .1),DELETION,1.53912246146817e-21
Glioblastoma,185,purity_svTMB,CDKN2A,104,+ as.factor(biopsy) + purity + purity_ploidy,0.20418682046923,0.0588198359480671,0.000648211878927335,-0.28,-0.06,0.33,40,3,122,12,1,83,0.3,0.33,0.68,Positive (p < .1),DELETION,7.941034785575e-11
Glioblastoma,185,teal_final_ratio,PDGFRA,13,+ as.factor(biopsy) + purity + purity_ploidy,0.053142933460734,0.0153872191063742,0.000689389923899686,0.16,0.13,-0.16,40,3,122,6,1,5,0.15,0.33,0.04,Positive (p < .1),AMPLIFICATION,3.03361484297278e-18
Glioblastoma,185,purity_svTMB,TERT,122,+ as.factor(biopsy) + purity + purity_ploidy,0.161177066862058,0.0471167650487159,0.000772593549487928,-0.62,-0.09,,40,3,,4,1,,0.1,0.33,,Positive (p < .1),MUTATION,4.1514118766727e-17
Glioblastoma,185,teal_final_ratio,KIT,10,+ as.factor(biopsy) + purity + purity_ploidy,0.0858516204284461,0.0270572040740548,0.00177460197277862,0.11,-0.03,-0.13,40,3,122,4,0,4,0.1,0,0.03,Positive (p < .1),MUTATION,2.72793235493058e-06
Glioblastoma,185,teal_final_ratio,KDR,9,+ as.factor(biopsy) + purity + purity_ploidy,0.0569931283527818,0.0188077958769993,0.0028031234373943,0.13,-0.03,-0.1,40,3,122,4,0,4,0.1,0,0.03,Positive (p < .1),AMPLIFICATION,2.90886051767697e-17
Glioblastoma,185,purity_svTMB,CDK4,22,+ as.factor(biopsy) + purity + purity_ploidy,0.0870308391445452,0.0290966123138304,0.00316936352107199,-0.07,0.09,0.12,40,3,122,3,1,18,0.07,0.33,0.15,Positive (p < .1),AMPLIFICATION,9.54493737289053e-103
Glioblastoma,185,purity_svTMB,ATR,5,+ as.factor(biopsy) + purity + purity_ploidy,0.113612670796534,0.0382585882776081,0.00338846354472809,0.16,-0.02,-0.16,40,3,122,3,0,1,0.07,0,0.01,Positive (p < .1),MUTATION,1.4535546208307e-32
Glioblastoma,185,teal_final_ratio,RUNX1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.253177720829393,0.0909218290104236,0.0059332664089949,0.07,-0.01,-0.15,40,3,122,1,0,0,0.03,0,0,Positive (p < .1),MUTATION,7.27579835093561e-71
Glioblastoma,185,purity_svTMB,CCND2,5,+ as.factor(biopsy) + purity + purity_ploidy,0.116166347954016,0.0428956905074639,0.00741934547315478,0.07,-0.02,-0.02,40,3,122,2,0,3,0.05,0,0.02,Positive (p < .1),AMPLIFICATION,1.37054065169879e-13
Glioblastoma,185,purity_svTMB,KRAS,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.545666368579074,0.224088684496573,0.0158652858833573,-0.05,-0.01,-0.15,40,3,122,0,0,0,0,0,0,Negative (p < .1),MUTATION,1.02864522887441e-15
Glioblastoma,185,purity_svTMB,FGFR1,3,+ as.factor(biopsy) + purity + purity_ploidy,-0.239983713621684,0.102819413557763,0.0206980372301831,0.04,-0.02,-0.09,40,3,122,1,0,1,0.03,0,0.01,Negative (p < .1),AMPLIFICATION,1.82900981167974e-28
Glioblastoma,185,purity_svTMB,CTNNA1,3,+ as.factor(biopsy) + purity + purity_ploidy,0.176071404873611,0.0805582240541301,0.0301329695093958,0.14,-0.02,-0.09,40,3,122,2,0,1,0.05,0,0.01,Positive (p < .1),DELETION,2.22665868920114e-88
Glioblastoma,185,purity_svTMB,TBL1XR1,3,+ as.factor(biopsy) + purity + purity_ploidy,0.202888624795797,0.093571587118561,0.0314504165857702,0.14,-0.02,-0.09,40,3,122,2,0,1,0.05,0,0.01,Positive (p < .1),DELETION,1.27779636091413e-68
Glioblastoma,185,teal_final_ratio,RB1,20,+ as.factor(biopsy) + purity + purity_ploidy,-0.0999251821559298,0.0482503175128331,0.0397880106879429,0.03,-0.04,0.18,40,3,122,5,0,18,0.12,0,0.15,Negative (p < .1),MUTATION,3.53700642283291e-40
Glioblastoma,185,purity_svTMB,PPP6C,2,+ as.factor(biopsy) + purity + purity_ploidy,0.107709155900904,0.0527626772736026,0.042671819575143,-0.05,-0.01,-0.04,40,3,122,0,0,1,0,0,0.01,Positive (p < .1),MUTATION,1.99874287932736e-07
Glioblastoma,185,purity_svTMB,ABCB1,3,+ as.factor(biopsy) + purity + purity_ploidy,0.149682286740558,0.075526318607247,0.0490174803298046,-0.07,-0.02,0,40,3,122,0,0,2,0,0,0.02,Positive (p < .1),DELETION,8.1614472196261e-50
Glioblastoma,185,purity_svTMB,KMT2D,4,+ as.factor(biopsy) + purity + purity_ploidy,0.163604305619869,0.083348708474817,0.0511999091584689,-0.08,-0.02,0.03,40,3,122,0,0,3,0,0,0.02,Positive (p < .1),MUTATION,9.80195564304936e-05
Glioblastoma,185,purity_svTMB,PIK3CA,18,+ as.factor(biopsy) + purity + purity_ploidy,0.148037373448054,0.0756232457948993,0.0518272098047906,0.09,-0.04,-0.03,40,3,122,6,0,11,0.15,0,0.09,Positive (p < .1),MUTATION,4.49653178285608e-08
Glioblastoma,185,purity_svTMB,ARHGAP35,6,+ as.factor(biopsy) + purity + purity_ploidy,0.0977508952116329,0.0500777928486224,0.0524918986343112,0.05,-0.02,0,40,3,122,2,0,4,0.05,0,0.03,Positive (p < .1),MUTATION,5.84207516709206e-22
Glioblastoma,185,teal_final_ratio,CDKN2C,6,+ as.factor(biopsy) + purity + purity_ploidy,0.0418977655578678,0.0220546917091667,0.0590686789327357,-0.1,-0.02,0.13,40,3,122,0,0,6,0,0,0.05,Positive (p < .1),DELETION,2.1782207677856e-06
Glioblastoma,185,teal_final_ratio,MDM2,14,+ as.factor(biopsy) + purity + purity_ploidy,-0.060048464699157,0.0317449535840242,0.0601514118443629,-0.15,-0.04,0.21,40,3,122,0,0,14,0,0,0.11,Negative (p < .1),AMPLIFICATION,1.67953318338217e-129
Glioblastoma,185,teal_final_ratio,ERBB4,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.201071104989041,0.10666631297242,0.0610347646974272,-0.05,-0.01,0.08,40,3,122,0,0,2,0,0,0.02,Negative (p < .1),MUTATION,1.11966974621437e-134
Glioblastoma,185,teal_final_ratio,CDKN2A,104,+ as.factor(biopsy) + purity + purity_ploidy,-0.0792358889598394,0.0423397888554811,0.0629082440310812,-0.28,-0.06,0.33,40,3,122,12,1,83,0.3,0.33,0.68,Negative (p < .1),DELETION,7.941034785575e-11
Glioblastoma,185,teal_final_ratio,SPEN,4,+ as.factor(biopsy) + purity + purity_ploidy,-0.0792289831476638,0.0426269267101669,0.0647079256040947,-0.08,-0.02,0.03,40,3,122,0,0,3,0,0,0.02,Negative (p < .1),MUTATION,3.43842298887837e-58
Glioblastoma,185,purity_svTMB,MDM2,14,+ as.factor(biopsy) + purity + purity_ploidy,0.0822439936502966,0.0451486160515283,0.0701714068885627,-0.15,-0.04,0.21,40,3,122,0,0,14,0,0,0.11,Positive (p < .1),AMPLIFICATION,1.67953318338217e-129
Glioblastoma,185,teal_final_ratio,CTNNA1,3,+ as.factor(biopsy) + purity + purity_ploidy,0.103008649193379,0.0569140051271139,0.0719793419715222,0.14,-0.02,-0.09,40,3,122,2,0,1,0.05,0,0.01,Positive (p < .1),DELETION,2.22665868920114e-88
Glioblastoma,185,teal_final_ratio,MSH6,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0606777570979215,0.0338494554718269,0.0747198832378328,-0.07,0.32,0,40,3,122,0,1,2,0,0.33,0.02,Positive (p < .1),MUTATION,2.96690993403608e-15
Glioblastoma,185,purity_svTMB,PDGFRA,13,+ as.factor(biopsy) + purity + purity_ploidy,0.0387971447868617,0.022395712259322,0.0849247385710378,0.16,0.13,-0.16,40,3,122,6,1,5,0.15,0.33,0.04,Positive (p < .1),AMPLIFICATION,3.03361484297278e-18
Glioblastoma,185,purity_svTMB,IRS2,2,+ as.factor(biopsy) + purity + purity_ploidy,0.096186392550716,0.0560203922387917,0.0877012639927573,0.07,-0.01,-0.04,40,3,122,1,0,1,0.03,0,0.01,Positive (p < .1),AMPLIFICATION,7.08926595793126e-10
Glioblastoma,185,teal_final_ratio,H3_3A,7,+ as.factor(biopsy) + purity + purity_ploidy,0.023908808904894,0.0139589533216533,0.0884723867144767,0.24,-0.03,-0.28,40,3,122,5,0,0,0.12,0,0,Positive (p < .1),MUTATION,5.55134316382334e-06
Glioblastoma,185,teal_final_ratio,FLT1,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0743311607344234,0.0442760284122724,0.0949236662936932,-0.07,-0.02,-0.09,40,3,122,0,0,1,0,0,0.01,Positive (p < .1),MUTATION,1.56437355191132e-32
Glioblastoma,185,purity_svTMB,IDH1,35,+ as.factor(biopsy) + purity + purity_ploidy,-0.0333198442356576,0.0202328699916897,0.101340298246028,0.55,0.05,-0.56,40,3,122,24,1,4,0.6,0.33,0.03,Non-Signficant,MUTATION,6.17280906495552e-26
Glioblastoma,185,teal_final_ratio,CYLD,3,+ as.factor(biopsy) + purity + purity_ploidy,0.0884503025012747,0.0550957999055291,0.110160761865617,0.04,-0.02,0,40,3,122,1,0,2,0.03,0,0.02,Non-Signficant,MUTATION,0.000131124211629559
Glioblastoma,185,purity_svTMB,KMT2C,6,+ as.factor(biopsy) + purity + purity_ploidy,0.165142082898813,0.103551490639631,0.112515249729708,-0.02,0.22,0,40,3,122,1,1,4,0.03,0.33,0.03,Non-Signficant,MUTATION,6.54507053073742e-53
Glioblastoma,185,purity_svTMB,APC,2,+ as.factor(biopsy) + purity + purity_ploidy,0.353820590719268,0.226382122372298,0.119824241960147,-0.05,-0.01,0.08,40,3,122,0,0,2,0,0,0.02,Non-Signficant,MUTATION,7.35580134360081e-19
Glioblastoma,185,purity_svTMB,RASA1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.150341333160573,0.0966730216151154,0.121666126467798,-0.05,-0.01,0.08,40,3,122,0,0,2,0,0,0.02,Non-Signficant,MUTATION,1.01987369141945e-16
Glioblastoma,185,purity_svTMB,TP63,6,+ as.factor(biopsy) + purity + purity_ploidy,0.0853331894323567,0.0554425254761198,0.125528913010077,0.05,-0.02,-0.06,40,3,122,2,0,3,0.05,0,0.02,Non-Signficant,MUTATION,2.8093172259775e-51
Glioblastoma,185,teal_final_ratio,ARID2,5,+ as.factor(biopsy) + purity + purity_ploidy,-0.082404617449554,0.0538284092742734,0.127555617007965,-0.09,-0.02,0.12,40,3,122,0,0,5,0,0,0.04,Non-Signficant,MUTATION,1.2208144523711e-15
Glioblastoma,185,teal_final_ratio,CDK4,22,+ as.factor(biopsy) + purity + purity_ploidy,-0.0318630094152978,0.0208406771612362,0.128048241625647,-0.07,0.09,0.12,40,3,122,3,1,18,0.07,0.33,0.15,Non-Signficant,AMPLIFICATION,9.54493737289053e-103
Glioblastoma,185,purity_svTMB,KDR,9,+ as.factor(biopsy) + purity + purity_ploidy,0.0409872629332363,0.0272325843529558,0.134055810347753,0.13,-0.03,-0.1,40,3,122,4,0,4,0.1,0,0.03,Non-Signficant,AMPLIFICATION,2.90886051767697e-17
Glioblastoma,185,purity_svTMB,CUX1,7,+ as.factor(biopsy) + purity + purity_ploidy,0.0940392100876479,0.0627813234441115,0.135914687181264,-0.04,0.2,0.02,40,3,122,1,1,5,0.03,0.33,0.04,Non-Signficant,MUTATION,8.30996463781139e-94
Glioblastoma,185,teal_final_ratio,AJUBA,2,+ as.factor(biopsy) + purity + purity_ploidy,-0.0526975623161594,0.0353393713752003,0.137663161031491,-0.05,-0.01,0.08,40,3,122,0,0,2,0,0,0.02,Non-Signficant,MUTATION,1.02021558354681e-06
Glioblastoma,185,purity_svTMB,IKZF1,2,+ as.factor(biopsy) + purity + purity_ploidy,0.069322609669481,0.046604752238256,0.138643570180029,-0.05,-0.01,0.08,40,3,122,0,0,2,0,0,0.02,Non-Signficant,MUTATION,9.85346947855638e-15
